name,class,connector,NUMBER_OF_CELLS,CAPACITY,CHORD_1,WIDTH,COST,LENGTH,CHEMISTRY_TYPE,PEAK_DISCHARGE_RATE,SPAN,PACK_RESISTANCE,MODEL,TAPER_OFFSET,MOUNT_SIDE,CHORD_2,CONT_DISCHARGE_RATE,CORPUS,VOLUME_PERCENT,MODULE_VOLUME,VOLTAGE_REQUEST,VOLTAGE,WEIGHT,BASE_VOLTAGE,ROTATION,DISCHARGE_PLUG,BATTERY_TYPE,THICKNESS,MODULE_MASS
Tattu25C22000mAh4S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,22000,None,91,343.89,195.0,LiPo,50,None,12,Tattu25C22000mAh4S1P,None,None,None,25,UAV,None,None,None,14.8,1.673,None,"('0', '0', '360', '0')",EC5,UAV,43.0,None
TurnigyGraphene6000mAh6S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,6000,None,69,129.99,170.0,LiPo,150,None,13,TurnigyGraphene6000mAh6S75C,None,None,None,75,UAV,None,None,None,22.2,1.14,None,"('0', '0', '360', '0')",XT90,UAV,48.0,None
VitalyBeta_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,1.0,"('200', '1', None, '1000')",None,None,None,None,0.1,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.01,UAM,"('100', '1', '100', '100')",87500.0,"('400', '1', None, '110')",None,None,11.1,None,None,Cylinder,"('200', '6', None, '40')",0.004
Tattu19AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,19.0,"('1000', '1', None, '1000')",None,None,None,None,50.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('800', '1', None, '110')",None,None,51.8,None,None,Wing,"('200', '6', None, '40')",7.86
TurnigyGraphene1500mAh4S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,1500,None,35,26.49,91.0,LiPo,150,None,17,TurnigyGraphene1500mAh4S75C,None,None,None,75,UAV,None,None,None,14.8,0.202,None,"('0', '0', '360', '0')",XT60,UAV,33.0,None
Avionic60AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,60.0,"('1000', '1', None, '1000')",None,None,None,None,25.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",18.4,UAM,"('100', '1', '100', '100')",24086034.408479996,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",30.43
Eagle250AhAg_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,250.0,"('200', '1', None, '1000')",None,None,None,None,0.8,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.36,UAM,"('100', '1', '100', '100')",24698792.5,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",59.0
TattuPlus25C22000mAh12S1PAGRI,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",12S1P,22000,None,172,843.99,235.0,LiPo,50,None,12,TattuPlus25C22000mAh12S1PAGRI,None,None,None,25,UAV,None,None,None,44.4,5.8,None,"('0', '0', '360', '0')",XT150,UAV,116.0,None
Tattu10C32000mAh6S1PHV,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,32000,None,125,419.0,216.0,LiHv,20,None,12,Tattu10C32000mAh6S1PHV,None,None,None,10,UAV,None,None,None,22.8,3.494,None,"('0', '0', '360', '0')",XT90,UAV,61.0,None
TurnigyGraphene1200mAh6S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,1200,None,35,27.99,75.0,LiPo,150,None,19,TurnigyGraphene1200mAh6S75C,None,None,None,75,UAV,None,None,None,22.2,0.232,None,"('0', '0', '360', '0')",XT60,UAV,45.0,None
TurnigyGraphene3000mAh6S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,3000,None,45,82.57,137.0,LiPo,150,None,18,TurnigyGraphene3000mAh6S75C,None,None,None,75,UAV,None,None,None,22.2,0.598,None,"('0', '0', '360', '0')",XT90,UAV,47.0,None
TurnigyGraphene5000mAh6S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,5000,None,51,116.32,145.0,LiPo,150,None,15,TurnigyGraphene5000mAh6S75C,None,None,None,75,UAV,None,None,None,22.2,0.92,None,"('0', '0', '360', '0')",XT90,UAV,61.0,None
Eagle4AhAg_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,4.26,"('200', '1', None, '1000')",None,None,None,None,32.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",16.4,UAM,"('100', '1', '100', '100')",6551432.16,"('400', '1', None, '110')",None,None,33.0,None,None,Cylinder,"('200', '6', None, '40')",11.16
Eagle50AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,50.0,"('200', '1', None, '1000')",None,None,None,None,2.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",1.32,UAM,"('100', '1', '100', '100')",12896320.0,"('400', '1', None, '110')",None,None,25.2,None,None,Cylinder,"('200', '6', None, '40')",17.24
Avionic20AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,20.0,"('1000', '1', None, '1000')",None,None,None,None,50.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",30.0,UAM,"('100', '1', '100', '100')",11300222.044672,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",11.43
Avionic25AhNi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,25.0,"('200', '1', None, '1000')",None,None,None,None,55.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",35.0,UAM,"('100', '1', '100', '100')",13530263.008,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",25.5
Eagle200AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,200.0,"('200', '1', None, '1000')",None,None,None,None,2.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.77,UAM,"('100', '1', '100', '100')",53190984.0,"('400', '1', None, '110')",None,None,33.3,None,None,Cylinder,"('200', '6', None, '40')",63.5
GS50AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,50.0,"('1000', '1', None, '1000')",None,None,None,None,6.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",1.0,UAM,"('100', '1', '100', '100')",17295744.0,"('800', '1', None, '110')",None,None,44.4,None,None,Wing,"('200', '6', None, '40')",27.0
Eagle7AhAg_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,7.5,"('200', '1', None, '1000')",None,None,None,None,1.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.47,UAM,"('100', '1', '100', '100')",2378317.8240000005,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",4.17
TurnigyGraphene1000mAh2S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",2S1P,1000,None,35,9.54,74.0,LiPo,150,None,11,TurnigyGraphene1000mAh2S75C,None,None,None,75,UAV,None,None,None,7.4,0.084,None,"('0', '0', '360', '0')",XT60,UAV,17.0,None
TattuPlus15C16000mAh12S1PAGRI,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",12S1P,16000,None,163,674.99,224.0,LiPo,30,None,12,TattuPlus15C16000mAh12S1PAGRI,None,None,None,15,UAV,None,None,None,44.4,4.7,None,"('0', '0', '360', '0')",XT150,UAV,90.0,None
Tattu10C25000mAh6S1PHV,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,25000,None,91,489.99,207.0,LiHv,20,None,12,Tattu10C25000mAh6S1PHV,None,None,None,10,UAV,None,None,None,22.8,2.577,None,"('0', '0', '360', '0')",XT90,UAV,65.0,None
Tattu19AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,19.0,"('1000', '1', None, '1000')",None,None,None,None,50.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('800', '1', None, '110')",None,None,51.8,None,None,Beam,"('200', '6', None, '40')",7.86
TurnigyGraphene6000mAh4S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,6000,None,69,99.8,168.0,LiPo,150,None,9,TurnigyGraphene6000mAh4S75C,None,None,None,75,UAV,None,None,None,14.8,0.8,None,"('0', '0', '360', '0')",XT90,UAV,34.0,None
Tattu15C16000mAh4S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,16000,None,74,179.0,180.0,LiPo,30,None,12,Tattu15C16000mAh4S1P,None,None,None,15,UAV,None,None,None,14.8,1.241,None,"('0', '0', '360', '0')",EC5,UAV,44.0,None
Tattu15C17000mAh6S1PHV,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,17000,None,78,345.99,195.0,LiHv,30,None,12,Tattu15C17000mAh6S1PHV,None,None,None,15,UAV,None,None,None,22.8,1.86,None,"('0', '0', '360', '0')",XT150,UAV,64.5,None
Tattu25AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,25.0,"('200', '1', None, '1000')",None,None,None,None,50.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('400', '1', None, '110')",None,None,51.8,None,None,Cylinder,"('200', '6', None, '40')",9.54
TurnigyGraphene5000mAh4S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,5000,None,51,81.7,145.0,LiPo,150,None,11,TurnigyGraphene5000mAh4S75C,None,None,None,75,UAV,None,None,None,14.8,0.63,None,"('0', '0', '360', '0')",XT90,UAV,42.0,None
Eagle100AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,100.0,"('1000', '1', None, '1000')",None,None,None,None,3.3,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",1.0,UAM,"('100', '1', '100', '100')",37860732.0,"('800', '1', None, '110')",None,None,33.3,None,None,Wing,"('200', '6', None, '40')",35.0
Eagle7AhAg_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,7.5,"('1000', '1', None, '1000')",None,None,None,None,1.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.47,UAM,"('100', '1', '100', '100')",2378317.8240000005,"('800', '1', None, '110')",None,None,28.0,None,None,Beam,"('200', '6', None, '40')",4.17
Avionic55AhNi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,55.0,"('1000', '1', None, '1000')",None,None,None,None,30.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",22.0,UAM,"('100', '1', '100', '100')",12905171.367025,"('800', '1', None, '110')",None,None,28.0,None,None,Beam,"('200', '6', None, '40')",22.23
Eagle50AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,50.0,"('1000', '1', None, '1000')",None,None,None,None,2.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",1.32,UAM,"('100', '1', '100', '100')",12896320.0,"('800', '1', None, '110')",None,None,25.2,None,None,Beam,"('200', '6', None, '40')",17.24
Eagle50AhAg_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,50.0,"('200', '1', None, '1000')",None,None,None,None,1.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.54,UAM,"('100', '1', '100', '100')",13747102.3,"('400', '1', None, '110')",None,None,33.0,None,None,Cylinder,"('200', '6', None, '40')",24.5
Eagle250AhAg_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,250.0,"('1000', '1', None, '1000')",None,None,None,None,0.8,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.36,UAM,"('100', '1', '100', '100')",24698792.5,"('800', '1', None, '110')",None,None,28.0,None,None,Beam,"('200', '6', None, '40')",59.0
Eagle112AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,112.0,"('1000', '1', None, '1000')",None,None,None,None,1.5,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.72,UAM,"('100', '1', '100', '100')",27948128.0,"('800', '1', None, '110')",None,None,29.6,None,None,Beam,"('200', '6', None, '40')",28.2
TurnigyGraphene3000mAh3S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",3S1P,3000,None,45,42.54,137.0,LiPo,150,None,13,TurnigyGraphene3000mAh3S75C,None,None,None,75,UAV,None,None,None,11.1,0.32,None,"('0', '0', '360', '0')",XT90,UAV,26.0,None
Tattu25AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,25.0,"('1000', '1', None, '1000')",None,None,None,None,50.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('800', '1', None, '110')",None,None,51.8,None,None,Beam,"('200', '6', None, '40')",9.54
TurnigyGraphene1300mAh3S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",3S1P,1300,None,35,16.96,74.0,LiPo,150,None,13,TurnigyGraphene1300mAh3S75C,None,None,None,75,UAV,None,None,None,11.1,0.137,None,"('0', '0', '360', '0')",XT60,UAV,27.0,None
Tattu25C7000mAh6S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,7000,None,42,142.0,138.0,LiPo,50,None,12,Tattu25C7000mAh6S1P,None,None,None,25,UAV,None,None,None,22.2,0.87,None,"('0', '0', '360', '0')",XT60,UAV,65.0,None
TurnigyGraphene1600mAh4S75CSquare,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,1600,None,35,30.0,95.0,LiPo,150,None,14,TurnigyGraphene1600mAh4S75CSquare,None,None,None,75,UAV,None,None,None,14.8,0.212,None,"('0', '0', '360', '0')",XT60,UAV,35.0,None
TurnigyGraphene2200mAh3S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",3S1P,2200,None,35,32.73,106.0,LiPo,150,None,10,TurnigyGraphene2200mAh3S75C,None,None,None,75,UAV,None,None,None,11.1,0.23,None,"('0', '0', '360', '0')",XT60,UAV,31.0,None
Eagle112AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,112.0,"('200', '1', None, '1000')",None,None,None,None,1.5,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.72,UAM,"('100', '1', '100', '100')",27948128.0,"('400', '1', None, '110')",None,None,29.6,None,None,Cylinder,"('200', '6', None, '40')",28.2
Eagle100AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,100.0,"('1000', '1', None, '1000')",None,None,None,None,3.3,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",1.0,UAM,"('100', '1', '100', '100')",37860732.0,"('800', '1', None, '110')",None,None,33.3,None,None,Beam,"('200', '6', None, '40')",35.0
Eagle022AhAg,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,0.22,"('1000', '1', None, '1000')",None,None,None,None,20.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",10.3,UAM,"('100', '1', '100', '100')",453295.128,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",1.0
Eagle022AhAg_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,0.22,"('1000', '1', None, '1000')",None,None,None,None,20.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",10.3,UAM,"('100', '1', '100', '100')",453295.128,"('800', '1', None, '110')",None,None,28.0,None,None,Beam,"('200', '6', None, '40')",1.0
Avionic60AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,60.0,"('1000', '1', None, '1000')",None,None,None,None,25.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",18.4,UAM,"('100', '1', '100', '100')",24086034.408479996,"('800', '1', None, '110')",None,None,28.0,None,None,Beam,"('200', '6', None, '40')",30.43
Saft72AhLi_beam,Battery,"['Battery_Connector_1', 'Battery_Connector_2', 'PowerBus']",None,72.0,"('1000', '1', None, '1000')",None,None,None,None,2.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",1.0,UAM,"('100', '1', '100', '100')",29695600.0,"('800', '1', None, '110')",None,None,40.7,None,None,Beam,"('200', '6', None, '40')",28.8
Eagle11AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,11.0,"('200', '1', None, '1000')",None,None,None,None,1.2,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",0.46,UAM,"('100', '1', '100', '100')",765517.48,"('400', '1', None, '110')",None,None,14.4,None,None,Cylinder,"('200', '6', None, '40')",1.18
Eagle200AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,200.0,"('1000', '1', None, '1000')",None,None,None,None,2.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",0.77,UAM,"('100', '1', '100', '100')",53190984.0,"('800', '1', None, '110')",None,None,33.3,None,None,Wing,"('200', '6', None, '40')",63.5
Avionic55AhNi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,55.0,"('200', '1', None, '1000')",None,None,None,None,30.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",22.0,UAM,"('100', '1', '100', '100')",12905171.367025,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",22.23
Saft18AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,18.0,"('200', '1', None, '1000')",None,None,None,None,2.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",1.0,UAM,"('100', '1', '100', '100')",4989600.0,"('400', '1', None, '110')",None,None,29.6,None,None,Cylinder,"('200', '6', None, '40')",5.0
Tattu22AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,22.0,"('200', '1', None, '1000')",None,None,None,None,50.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('400', '1', None, '110')",None,None,51.8,None,None,Cylinder,"('200', '6', None, '40')",8.74
TattuPlus15C16000mAh12S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",12S1P,16000,None,163,674.99,224.0,LiPo,30,None,12,TattuPlus15C16000mAh12S1P,None,None,None,15,UAV,None,None,None,44.4,4.74,None,"('0', '0', '360', '0')",XT90,UAV,90.0,None
Tattu30C12000mAh6S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,12000,None,71,260.63,190.0,LiPo,60,None,12,Tattu30C12000mAh6S1P,None,None,None,30,UAV,None,None,None,22.2,1.532,None,"('0', '0', '360', '0')",XT90,UAV,54.0,None
Tattu30C16000mAh6S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,16000,None,76,325.79,190.0,LiPo,60,None,12,Tattu30C16000mAh6S1P,None,None,None,30,UAV,None,None,None,22.2,1.974,None,"('0', '0', '360', '0')",XT90,UAV,65.0,None
Eagle043AhAg_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,0.43,"('200', '1', None, '1000')",None,None,None,None,24.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",12.0,UAM,"('100', '1', '100', '100')",797998.4040000001,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",1.7
Eagle112AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,112.0,"('1000', '1', None, '1000')",None,None,None,None,1.5,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",0.72,UAM,"('100', '1', '100', '100')",27948128.0,"('800', '1', None, '110')",None,None,29.6,None,None,Wing,"('200', '6', None, '40')",28.2
Avionic25AhNi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,25.0,"('1000', '1', None, '1000')",None,None,None,None,55.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",35.0,UAM,"('100', '1', '100', '100')",13530263.008,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",25.5
Eagle250AhAg,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,250.0,"('1000', '1', None, '1000')",None,None,None,None,0.8,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",0.36,UAM,"('100', '1', '100', '100')",24698792.5,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",59.0
GS25AhLi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,25.0,"('200', '1', None, '1000')",None,None,None,None,48.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",24.0,UAM,"('100', '1', '100', '100')",17295744.0,"('400', '1', None, '110')",None,None,44.4,None,None,Cylinder,"('200', '6', None, '40')",27.0
Eagle50AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,50.0,"('1000', '1', None, '1000')",None,None,None,None,2.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",1.32,UAM,"('100', '1', '100', '100')",12896320.0,"('800', '1', None, '110')",None,None,25.2,None,None,Wing,"('200', '6', None, '40')",17.24
Avionic40AhNi_cyl,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2', 'PowerBus']",None,40.0,"('200', '1', None, '1000')",None,None,None,None,40.0,"('2500', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",16782563.45792,"('400', '1', None, '110')",None,None,28.0,None,None,Cylinder,"('200', '6', None, '40')",36.42
Avionic55AhNi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,55.0,"('1000', '1', None, '1000')",None,None,None,None,30.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",22.0,UAM,"('100', '1', '100', '100')",12905171.367025,"('800', '1', None, '110')",None,None,28.0,None,None,Wing,"('200', '6', None, '40')",22.23
TurnigyGraphene1000mAh4S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,1000,None,35,23.65,75.0,LiPo,150,None,17,TurnigyGraphene1000mAh4S75C,None,None,None,75,UAV,None,None,None,14.8,0.148,None,"('0', '0', '360', '0')",XT60,UAV,30.0,None
Tattu22AhLi,Battery,"['Battery_Connector_1_out', 'Battery_Connector_2_out', 'PowerBus']",None,22.0,"('1000', '1', None, '1000')",None,None,None,None,50.0,"('10000', '1', None, '1000')",None,None,"('0', '0', '1', '0')","('1', '1', '2', '1')","('1000', '1', None, '1000')",25.0,UAM,"('100', '1', '100', '100')",5991804.0,"('800', '1', None, '110')",None,None,51.8,None,None,Wing,"('200', '6', None, '40')",8.74
Tattu25C19000mAh14S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",14S1P,19000,None,236,1022.99,279.0,LiPo,50,None,12,Tattu25C19000mAh14S1P,None,None,None,25,UAV,None,None,None,51.8,7.86,None,"('0', '0', '360', '0')",Molex,UAV,91.0,None
Tattu30C22000mAh6S1P,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,22000,None,91,461.89,206.0,LiPo,60,None,12,Tattu30C22000mAh6S1P,None,None,None,30,UAV,None,None,None,22.2,2.46,None,"('0', '0', '360', '0')",XT150,UAV,61.0,None
TurnigyGraphene4000mAh4S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",4S1P,4000,None,51,70.83,145.0,LiPo,150,None,12,TurnigyGraphene4000mAh4S75C,None,None,None,75,UAV,None,None,None,14.8,0.526,None,"('0', '0', '360', '0')",XT90,UAV,36.0,None
Tattu25C23000mAh6S1PHV,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,23000,None,93,482.99,210.0,LiHv,50,None,12,Tattu25C23000mAh6S1PHV,None,None,None,25,UAV,None,None,None,22.8,2.47,None,"('0', '0', '360', '0')",XT150,UAV,66.0,None
TurnigyGraphene1000mAh6S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",6S1P,1000,None,35,26.79,75.0,LiPo,150,None,19,TurnigyGraphene1000mAh6S75C,None,None,None,75,UAV,None,None,None,22.2,0.212,None,"('0', '0', '360', '0')",XT60,UAV,43.0,None
TurnigyGraphene4000mAh3S75C,Battery,"['Bottom_Connector', 'PowerBus', 'Top_Connector']",3S1P,4000,None,51,55.05,145.0,LiPo,150,None,10,TurnigyGraphene4000mAh3S75C,None,None,None,75,UAV,None,None,None,11.1,0.412,None,"('0', '0', '360', '0')",XT90,UAV,28.0,None
