2015, 'SOUTHERN OREGON COASTAL'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'FDDC1', 'FIDDLETOWN DEXTER RANCH', '   0.82', '   2.89', '   9.97', '   0.00', '   6.84', '   1.04', '   3.76', '   0.75', '   0.06', '   0.06', '   0.00', '   0.01', ' 26.20', '  70', '  70'
2015, 'FLOC1', 'FLORENCE LAKE', '   0.00', 'M', 'M', '   0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'FRAC1', 'FRIANT GOVERNMENT CAMP', '   0.00', '   1.60', '   3.28', '   0.19', '   1.38', '   0.35', '   1.28', '   0.08', '   0.00', '   0.20', '   0.00', 'M', 'M'
2015, 'GRVC1', 'GROVELAND RS', '   0.23', '   2.71', '   4.91', '   0.03', '   3.68', '   0.47', '   2.66', '   1.46', '   0.00', '   0.11', '   0.00', '   0.03', ' 16.29', '  43', '  43'
2015, 'HETC1', 'HETCH HETCHY', '   0.22', '   3.57', '   4.74', '   0.00', '   4.12', '   0.76', '   4.01', '   3.01', '   0.64', '   1.69', '   0.00', '   0.08', ' 22.84', '  61', '  61'
2015, 'HNTC1', 'HUNTINGTON LAKE', '   0.16', '   1.08', '   3.84', '   0.48', '   3.56', '   0.84', '   1.88', '   0.88', '   0.52', '   0.32', 'M', 'M', 'M'
2015, 'LOSC1', 'LOS BANOS', '   0.00', '   1.29', '   3.76', '   0.01', '   0.71', '   0.38', '   0.38', '   0.00', '   0.00', '   0.00', '   0.12', 'M', 'M'
2015, 'MCEC1', 'MERCED', '   0.02', '   1.54', '   3.40', '   0.00', '   1.05', '   0.12', 'M', '   0.61', '   0.00', '   0.00', '   0.00', 'M', 'M'
2015, 'MDRC1', 'MADERA', '   0.00', '   1.06', '   2.41', '   0.00', '   0.66', '   0.01', 'M', '   0.00', '   0.00', '   0.00', '   0.00', 'M', 'M'
2015, 'MOD', 'MODESTO AP', '   0.68', '   1.05', '   5.67', '   0.00', '   1.76', '   0.19', '   0.63', '   0.27', '   0.00', '   0.00', '   0.00', '   0.00', ' 10.25', '  78', '  78'
2015, 'MRIC1', 'MARIPOSA RS', '   0.00', 'M', 'M', 'M', '   2.45', '   0.55', '   2.45', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'NMDC1', 'NEW MELONES DAM HQ', '   0.45', '   3.02', '   6.36', '   0.05', '   4.55', '   0.50', '   3.33', '   0.68', '   0.01', '   0.00', '   0.00', '   0.02', ' 18.97', '  63', '  63'
2015, 'NOFC1', 'NORTH FORK RS', 'M', '   2.71', '   5.49', '   0.23', '   2.82', '   0.53', '   1.77', '   0.04', '   0.12', '   0.99', '   0.00', 'M', 'M'
2015, 'PANC1', 'PANOCHE 2W', 'M', '   1.04', '   2.46', '   0.02', 'M', '   0.20', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'SCKC1', 'STOCKTON FIRE STA 4', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'SONC1', 'SONORA', '   0.14', '   3.38', '   6.29', '   0.03', '   3.80', '   0.37', '   2.01', '   0.48', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.50', '  48', '  48'
2015, 'SPGC1', 'SALT SPRINGS PH', '   0.91', '   3.38', '   7.81', '   0.23', '   6.03', '   1.34', '   3.38', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'TIGC1', 'TIGER CREEK PH', '   1.42', '   3.93', '   8.83', '   0.03', '   7.05', '   0.81', '   3.36', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'TRAC1', 'TRACY CARBONA', '   0.48', '   0.87', '   6.18', '   0.00', '   1.16', '   0.65', '   0.45', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'WSTC1', 'WEST POINT', '   0.61', '   3.71', '   8.88', '   0.48', '   6.58', '   0.86', '   2.85', '   1.44', '   0.05', '   0.02', '   0.00', '   0.00', ' 25.48', '  64', '  64'
2015, 'YNPC1', 'SOUTH ENTRANCE YOSEMITE', '   0.00', '   1.90', '   7.27', '   0.15', '   3.08', '   0.32', '   2.97', '   1.69', '   0.00', '   2.61', '   0.03', 'M', 'M'
2015, 'YPQC1', 'YOSEMITE PARK HEADQUARTER', '   0.00', '   2.98', '   4.20', '   0.10', '   3.15', '   0.43', '   2.90', '   0.97', '   0.79', '   2.58', '   0.04', '   0.08', ' 18.22', '  50', '  50'
2015, 'KERN...TULE...KAWEAH...KINGS'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'ASHC1', 'ASH MOUNTAIN', '   0.00', '   1.95', '   4.85', '   0.08', '   2.81', '   0.27', '   0.99', '   2.25', '   0.05', '   0.62', '   0.00', 'M', 'M'
2015, 'ATWC1', 'ATWELL CAMP', '   0.04', 'M', 'M', '   0.26', '   4.21', '   0.50', '   1.67', 'M', 'M', 'M', '   0.07', '   0.43', 'M'
2015, 'BFL', 'BAKERSFIELD', '   0.64', '   0.01', '   2.02', '   0.69', '   0.90', '   0.27', '   0.08', '   0.68', '   0.00', '   0.04', '   0.00', 'M', 'M'
2015, 'BTPC1', 'BEAR TRAP MEADOW', '   0.34', 'M', 'M', '   0.29', '   6.70', '   0.62', '   1.48', 'M', 'M', 'M', '   0.06', '   0.03', 'M'
2015, 'DNPC1', 'BALCH PH', '   0.00', '   2.29', '   4.69', '   0.15', '   2.30', '   0.16', '   1.33', '   0.48', '   0.19', '   0.67', '   0.00', 'M', 'M'
2015, 'EGCC1', 'EAGLE CREEK', 'M', 'M', 'M', 'M', '   2.80', '   0.51', '   1.68', 'M', 'M', 'M', '   0.56', '   0.00', 'M'
2015, 'GNFC1', 'GIANT FOREST', '   0.34', '   2.26', '   5.99', '   0.27', '   6.26', '   0.56', '   1.07', 'M', '   2.28', 'M', '   0.14', '   0.01', 'M'
2015, 'GNNC1', 'GLENNVILLE', '   0.00', '   1.11', '   3.63', '   0.45', '   2.16', '   0.29', '   0.77', '   1.48', '   0.03', '   0.30', '   0.00', 'M', 'M'
2015, 'GRGC1', 'GRANT GROVE', '   0.00', '   3.34', '   6.25', '   0.24', '   4.85', '   0.80', '   1.71', '   2.19', '   0.50', '   1.19', '   0.00', 'M', 'M'
2015, 'HCKC1', 'HOCKETT MEADOW', '   0.11', 'M', 'M', '   0.43', '   5.08', '   0.95', '   1.93', 'M', '   2.51', 'M', '   0.00', '   0.00', 'M'
2015, 'HSSC1', 'HOSSACK', 'M', 'M', 'M', 'M', '   4.70', '   1.08', '   1.94', 'M', '   1.00', 'M', '   0.07', '   0.36', 'M'
2015, 'ISAC1', 'LAKE ISABELLA DAM', '   0.04', 'M', '   4.47', '   1.44', '   2.01', '   0.31', '   0.42', 'M', '   0.26', 'M', '   0.01', '   0.00', 'M'
2015, 'LDGC1', 'LODGEPOLE', '   0.00', '   2.12', '   6.45', '   0.30', '   5.94', '   0.54', '   1.77', '   2.97', '   0.69', '   1.51', '   0.00', 'M', 'M'
2015, 'MNHC1', 'MOUNTAIN HOME', 'M', 'M', 'M', '   0.52', '   3.74', '   1.17', '   0.90', 'M', '   1.19', 'M', '   0.00', '   0.01', 'M'
2015, 'PFTC1', 'PINE FLAT DAM', '   0.44', 'M', '   3.09', '   0.05', '   3.19', '   0.15', '   0.86', 'M', '   0.01', 'M', '   0.00', '   0.83', 'M'
2015, 'RGCC1', 'ROGERS CAMP', 'M', 'M', 'M', 'M', '   2.82', '   0.59', '   1.41', 'M', '   0.19', 'M', '   0.08', '   0.41', 'M'
2015, 'SCSC1', 'LAKE SUCCESS DAM', '   0.00', '   0.00', '   0.00', '   0.00', '   0.83', '   0.23', '   0.65', 'M', '   0.04', 'M', '   0.00', '   0.00', 'M'
2015, 'TMDC1', 'TERMINUS DAM', '   0.54', '   0.00', '   0.00', '   0.00', 'M', '   0.00', '   0.00', 'M', '   0.00', 'M', '   0.00', '   0.00', 'M'
2015, 'TREC1', 'THREE RIVER EDISON PH #1', '   0.00', '   2.29', '   3.85', '   0.02', '   3.71', '   1.13', '   0.91', '   1.71', '   0.00', '   1.16', '   0.00', '   0.11', ' 14.89', '  59', '  59'
2015, 'TULARE-BUENA VISTA LAKES'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'CNGC1', 'COALINGA', '   0.00', '   0.56', '   2.06', '   0.06', '   0.68', '   0.26', 'M', '   0.51', '   1.67', '   0.24', '   0.00', 'M', 'M'
2015, 'FAT', 'FRESNO AIR TERMINAL', '   0.50', '   0.40', '   2.29', '   0.21', '   1.13', '   0.06', '   1.25', '   0.57', '   0.01', '   0.43', '   0.00', '   0.12', '  6.97', '  61', '  61'
2015, 'HJO', 'HANFORD', '   0.58', '   0.22', '   2.32', '   0.04', '   0.75', '   0.14', '   0.92', '   0.07', '   0.00', '   0.37', '   0.00', 'M', 'M'
2015, 'LEMC1', 'LEMON COVE', '   0.00', '   2.32', '   3.38', '   0.12', '   1.44', '   0.05', '   0.89', '   0.78', '   0.00', '   0.19', '   0.00', 'M', 'M'
2015, 'LINC1', 'LINDSAY', '   0.00', '   1.74', '   3.05', '   0.14', '   0.64', '   0.00', '   0.93', '   1.38', '   0.00', '   0.08', '   0.00', 'M', 'M'
2015, 'VISC1', 'VISALIA', '   0.00', '   1.16', '   2.60', '   0.14', '   1.48', '   0.11', 'M', '   0.00', '   0.02', '   0.00', '   0.00', 'M', 'M'
2015, 'WASC1', 'WASCO', '   0.00', '   0.68', '   2.25', '   0.22', '   1.37', '   0.20', '   0.13', '   0.29', '   0.00', '   0.10', '   0.00', 'M', 'M'
2015, 'CENTRAL CALIFORNIA COASTAL'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'BISC1', 'BIG SUR STATE PARK', '   1.24', '   4.48', '  18.91', '   0.00', '   5.74', '   0.55', '   3.03', '   0.36', '   0.00', '   0.07', '   0.05', '   0.00', ' 34.43', '  77', '  77'
2015, 'CCAC1', 'CACHUMA DAM', '   0.00', '   0.87', '   5.88', '   0.82', '   0.51', '   0.08', '   0.36', '   0.26', '   0.42', '   0.03', '   0.00', '   0.15', '  9.38', '  42', '  42'
2015, 'HOLC1', 'HOLLISTER', 'M', 'M', 'M', '   0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'JUNC1', 'JUNCAL DAM', '   0.00', '   1.01', '   7.42', '   1.29', '   0.94', '   0.74', '   0.57', '   0.37', '   0.62', '   1.39', '   0.00', '   0.14', ' 14.49', '  46', '  46'
2015, 'KICC1', 'KING CITY', '   0.28', '   1.34', '   4.83', '   0.06', '   1.30', '   0.10', '   0.75', '   0.30', '   0.02', '   0.16', '   0.00', '   0.03', '  9.17', '  76', '  76'
2015, 'PRB', 'PASO ROBLES', '   0.85', '   0.37', '   4.50', '   0.24', '   2.07', '   0.02', '   0.43', '   0.15', '   0.18', '   2.17', '   0.00', '   0.05', ' 11.03', '  86', '  86'
2015, 'SAEC1', 'SAN CLEMENTE DAM', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'SBA', 'SANTA BARBARA', '   1.16', '   0.18', '   4.95', '   1.33', '   0.90', '   0.30', '   0.18', '   0.32', '   0.30', '   0.01', '   0.00', '   0.17', '  9.80', '  55', '  55'
2015, 'SBPC1', 'SAN LUIS OBISPO', '   0.00', '   1.51', '   5.89', '   0.12', '   2.31', '   0.02', '   1.49', '   0.18', '   0.00', '   1.37', '   0.00', '   0.05', ' 12.94', '  56', '  56'
2015, 'SCRC1', 'SANTA CRUZ', '   0.84', '   3.83', '  11.49', '   0.00', '   2.85', '   0.51', '   1.98', '   0.10', '   0.01', '   0.03', '   0.03', '   0.03', ' 21.70', '  69', '  69'
2015, 'SMX', 'SANTA MARIA', '   1.07', '   0.25', '   4.24', '   0.32', '   0.52', '   0.30', '   0.67', '   0.24', '   0.03', '   0.14', '   0.00', '   0.09', '  7.87', '  56', '  56'
2015, 'SNSC1', 'SALINAS NO. 2', '   0.66', '   2.33', '   7.45', '   0.00', '   1.01', '   0.42', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'WVIC1', 'WATSONVILLE WATERWORKS', '   0.39', '   3.32', '  10.14', '   0.00', '   2.14', '   0.66', '   1.17', '   0.19', '   0.00', '   0.05', '   0.07', 'M', 'M'
2015, 'SOUTHERN CALIFORNIA COASTAL'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'BBLC1', 'BIG BEAR LAKE F.S.', '   0.00', '   0.88', '   7.81', '   1.12', '   1.48', '   0.66', '   0.21', '   0.68', '   0.88', '   1.51', '   0.00', '   1.27', ' 16.50', '  82', '  82'
2015, 'CQT', 'DOWNTOWN LA', '   0.25', '   0.48', '   3.88', '   1.09', '   0.83', '   0.87', '   0.13', '   0.93', '   0.01', '   0.38', '   0.00', '   2.39', ' 11.24', '  75', '  75'
2015, 'CUYC1', 'CUYAMACA', '   0.00', '   1.01', 'M', '   0.83', '   3.00', '   2.15', '   1.72', '   4.41', '   0.05', '   0.76', '   0.15', '   1.86', 'M'
2015, 'ELPC1', 'EL CAPITAN DAM', '   0.00', '   0.59', '   3.64', '   1.48', '   0.97', '   1.84', '   0.58', '   2.48', '   0.00', '   1.00', '   0.07', '   0.97', ' 13.62', 'NA', 'NA'
2015, 'EORC1', 'ELSINORE', '   0.00', '   0.19', '   3.65', '   0.55', '   0.37', '   0.44', '   0.11', '   0.96', '   0.00', '   1.29', '   0.00', '   1.08', '  8.64', '  69', '  69'
2015, 'HENC1', 'HENSHAW DAM', '   0.00', '   0.88', '   5.40', '   0.68', '   1.78', '   2.41', '   0.59', '   2.96', 'M', '   1.48', '   0.01', '   1.65', 'M'
2015, 'LAX', "LA INT'L AIRPORT", '   0.24', '   0.42', '   4.04', '   1.25', '   0.27', '   0.49', '   0.11', '   0.43', '   0.01', '   0.35', '   0.00', '   1.81', '  9.42', '  73', '  73'
2015, 'LGB', 'LONG BEACH', '   0.18', '   0.67', '   4.41', '   0.87', '   0.24', '   0.49', '   0.22', '   0.77', '   0.01', '   0.54', '   0.00', '   0.95', '  9.35', '  76', '  76'
2015, 'LOX', 'OXNARD', '   0.67', '   0.13', '   4.42', '   2.28', '   0.65', '   0.52', '   0.25', '   0.10', '   0.13', '   0.58', '   0.00', '   0.47', ' 10.20', '  67', '  67'
2015, 'OJAC1', 'OJAI', '   0.00', '   0.09', '   5.49', '   1.50', '   0.90', '   0.62', '   0.24', '   0.52', '   0.24', '   1.35', '   0.00', '   0.50', ' 11.45', '  54', '  54'
2015, 'MWS', 'MOUNT WILSON', '   0.82', '   1.62', '   9.70', '   2.84', '   3.43', '   0.90', '   0.71', '   2.43', '   0.13', '   3.58', '   0.01', '   3.51', ' 29.68', '  82', '  82'
2015, 'OCNC1', 'OCEANSIDE MARINA', '   0.00', '   0.80', '   3.90', '   0.40', '   0.24', '   0.71', '   0.01', '   1.38', '   0.04', '   0.87', '   0.00', '   1.10', '  9.45', '  92', '  92'
2015, 'SAN', 'LINDBERGH FIELD', '   0.00', '   0.37', '   4.50', '   0.42', '   0.28', '   0.93', '   0.02', '   2.39', '   0.04', '   1.71', '   0.01', '   1.24', ' 11.91', ' 115', ' 115'
2015, 'STAC1', 'SANTA ANA FS', '   0.00', '   0.42', '   3.44', '   0.88', '   0.41', '   0.42', '   0.16', '   0.89', '   0.01', '   0.41', '   0.00', '   1.28', '  8.32', '  61', '  61'
2015, 'NORTH AND CENTRAL LAHONTAN'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'CEDC1', 'CEDARVILLE', '   1.51', '   2.73', '   2.94', '   0.26', '   1.17', '   0.74', 'M', '   0.88', '   0.22', '   2.06', '   0.10', '   0.64', 'M'
2015, 'DOLC1', 'DOYLE 4SSE', 'M', '   2.01', 'M', '   0.00', '   5.73', 'M', 'M', '   3.11', 'M', '   0.76', 'M', 'M', 'M'
2015, 'DOYC1', 'DOYLE', '   0.05', '   0.44', '   2.28', '   0.00', '   4.00', '   0.67', '   0.90', '   2.37', '   0.38', 'M', 'M', '   0.20', 'M'
2015, 'FOBC1', 'FORT BIDWELL', '   2.10', '   3.11', '   2.70', '   0.37', '   1.11', '   0.59', '   0.15', '   2.02', '   0.65', '   1.38', '   0.00', '   0.63', ' 14.81', '  82', '  82'
2015, 'JESC1', 'JESS VALLEY', 'M', 'M', '   3.08', '   0.23', '   1.67', '   0.83', '   1.20', '   6.43', '   0.23', '   2.88', '   0.23', '   0.75', 'M'
2015, 'Q63', 'SUTCLIFFE-PYRAMID LK', '   0.00', '   0.84', '   1.28', '   0.00', '   1.10', '   0.00', '   0.38', '   1.34', '   0.87', '   0.46', '   0.17', '   0.00', '  6.44', '  86', '  86'
2015, 'SNVC1', 'SUSANVILLE', '   1.05', '   1.11', '   5.03', '   0.00', '   3.58', '   0.13', '   0.25', '   3.05', '   0.26', '   0.90', '   0.07', '   0.00', ' 15.43', ' 129', ' 129'
2015, 'STDN2', 'STEAD', '   0.00', '   0.65', '   1.46', '   0.00', '   2.29', '   0.00', '   0.38', '   1.46', '   0.73', '   2.04', '   0.05', '   0.00', '  9.06', '  81', '  81'
2015, 'SVEC1', 'SUSANVILLE 1 WNW', '   1.05', '   1.11', '   5.03', '   0.00', '   3.58', '   0.13', '   0.25', '   3.05', '   0.26', '   0.90', '   0.07', '   0.00', ' 15.43', 'NA', 'NA'
2015, 'WAWN2', 'WADSWORTH 4N', '   0.08', '   0.88', '   0.41', '   0.01', '   0.98', '   0.10', '   0.35', '   1.38', '   1.31', '   2.02', '   0.42', '   0.00', '  7.94', ' 148', ' 148'
2015, 'WTNN2', 'WELLINGTON', '   0.00', '   0.24', '   0.21', '   0.09', '   0.59', '   0.15', '   0.52', '   2.60', '   1.21', '   1.03', '   0.22', '   0.00', '  6.86', 'NA', 'NA'
2015, 'LAKE TAHOE...TRUCKEE...CARSON...WALKER'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'BDEC1', 'BODIE', '   0.00', '   0.21', '   1.14', '   0.11', '   0.31', '   0.21', '   0.15', '   6.06', '   0.75', '   1.12', '   0.61', '   0.10', ' 10.77', '  91', '  91'
2015, 'BOCC1', 'BOCA RESERVOIR', '   0.32', '   1.05', '   3.22', '   0.15', '   4.20', '   0.29', '   1.62', '   3.46', '   1.31', '   2.73', '   0.37', '   0.04', ' 18.76', '  84', '  84'
2015, 'BPTC1', 'BRIDGEPORT', '   0.05', '   0.28', '   0.66', '   0.08', '   1.27', '   0.07', '   0.45', '   2.72', '   1.68', '   1.92', '   0.27', '   0.08', '  9.53', ' 101', ' 101'
2015, 'CRCN2', 'CARSON CITY', '   0.00', '   0.55', '   0.43', '   0.01', '   2.16', '   0.05', '   1.28', '   0.49', '   0.82', '   0.40', '   0.11', '   0.00', '  6.30', '  65', '  65'
2015, 'DAGN2', 'DAGGET PASS', '   0.09', '   0.80', '   1.91', '   0.14', '   1.73', '   0.41', '   0.88', '   2.58', '   0.87', '   0.56', '   0.02', '   0.49', ' 10.48', '  44', '  44'
2015, 'DONC1', 'DONNER MEM SP', '   0.47', '   0.98', '   6.14', 'M', '   6.21', '   1.60', '   2.53', '   1.75', '   1.21', '   2.30', '   0.39', '   0.39', 'M'
2015, 'FEXN2', 'FALLON EXPER STATION', '   0.00', '   0.37', '   0.18', '   0.51', '   0.15', '   0.00', '   1.94', '   1.30', '   1.65', '   0.86', '   0.17', '   0.00', '  7.13', ' 144', ' 144'
2015, 'GLBN2', 'GLENBROOK', '   0.06', '   0.73', '   1.63', '   0.07', '   3.04', '   1.26', '   1.23', '   2.28', '   0.75', '   0.35', '   0.20', '   0.00', ' 11.60', '  65', '  65'
2015, 'HTHN2', 'HAWTHORNE', '   0.00', '   0.24', '   0.35', '   0.05', '   0.00', '   0.30', '   0.13', '   2.40', '   1.22', '   1.16', '   0.34', 'M', 'M'
2015, 'MINN2', 'MINDEN', '   0.04', '   0.28', '   1.12', '   0.03', '   1.83', '   0.04', '   0.68', '   0.76', '   1.28', '   1.14', '   0.09', '   0.00', '  7.29', '  82', '  82'
2015, 'RNO', 'RENO', '   0.18', '   0.31', '   0.93', '   0.06', '   1.43', '   0.01', '   0.35', '   1.01', '   0.93', '   0.51', '   0.11', '   0.16', '  5.99', '  81', '  81'
2015, 'SMIN2', 'SMITH 6N', '   0.24', '   0.22', '   0.37', '   0.06', 'M', '   0.03', '   0.50', '   1.59', 'M', 'M', '   0.25', '   0.00', 'M'
2015, 'SRKN2', 'SPARKS', '   0.00', '   0.64', '   0.89', '   0.05', '   1.32', '   0.00', '   0.44', '   1.87', '   0.59', '   2.03', '   0.16', '   0.00', '  7.99', '  96', '  96'
2015, 'TAHC1', 'TAHOE CITY', '   0.68', '   2.35', '   4.19', '   0.03', '   5.33', '   0.40', '   1.92', '   1.50', '   0.76', '   0.69', '   0.06', '   0.02', ' 17.93', '  52', '  52'
2015, 'TKEC1', 'TRUCKEE RS', '   0.52', '   1.77', '   4.38', '   0.03', '   4.81', '   0.29', '   1.90', '   2.58', '   0.72', '   1.66', '   0.25', '   0.20', ' 19.11', '  61', '  61'
2015, 'TPLN2', 'TOPAZ LAKE 4N', '   0.00', '   0.36', '   1.07', '   0.01', '   1.75', '   0.69', '   0.69', '   2.65', '   1.47', '   1.64', '   0.23', '   0.00', ' 10.56', 'NA', 'NA'
2015, 'VRCN2', 'VIRGINIA CITY', '   0.00', '   0.66', '   1.26', '   0.02', '   2.60', '   0.10', '   0.05', '   0.63', '   1.78', '   1.55', '   0.12', '   0.00', '  8.77', '  71', '  71'
2015, 'WABN2', 'WABUSKA 6SE', '   0.00', 'M', '   0.09', '   0.20', '   0.05', '   0.00', '   0.36', '   1.63', '   1.16', '   0.77', '   0.10', '   0.00', 'M'
2015, 'YRGN2', 'YERINGTON', '   0.00', '   0.52', '   0.13', '   0.05', '   0.50', '   0.10', '   0.23', '   1.64', '   1.52', '   2.45', '   0.25', '   0.00', '  7.39', ' 154', ' 154'
2015, 'MOJAVE...MONO LAKE...SALTON SEA'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'BARC1', 'BARSTOW', '   0.00', '   0.00', '   1.05', '   2.12', '   0.67', '   0.00', '   0.18', '   0.00', '   0.00', '   0.92', '   0.10', '   0.38', '  5.42', ' 102', ' 102'
2015, 'BIH', 'BISHOP AP', '   0.00', '   0.00', '   0.46', '   0.09', '   0.17', '   0.01', '   0.01', '   1.39', '   0.39', '   0.47', '   0.02', '   0.01', '  3.02', '  58', '  58'
2015, 'DEVC1', 'DEATH VALLEY', '   0.00', '   0.02', '   0.59', '   0.42', '   0.26', '   0.16', '   0.00', '   0.06', '   0.00', '   0.25', '   0.00', '   0.00', '  1.76', '  75', '  75'
2015, 'ELLC1', 'ELLERY LAKE', '   0.00', '   0.60', '   0.00', '   0.10', '   2.12', '   0.52', '   1.30', 'M', '   1.16', '   2.92', '   0.48', '   0.36', 'M'
2015, 'FMTC1', 'FAIRMONT', '   0.00', '   0.81', '   5.27', '   1.66', '   0.78', '   0.30', '   0.22', '   0.40', '   0.02', '   1.25', '   0.00', '   0.44', ' 11.15', '  67', '  67'
2015, 'GEMC1', 'GEM LAKE', '   0.04', 'M', '   2.48', 'M', '   2.16', '   0.40', 'M', 'M', '   0.36', '   0.28', '   0.48', '   0.48', 'M'
2015, 'HEEC1', 'HAIWEE', '   0.00', '   0.02', '   1.69', '   0.54', '   0.15', '   0.17', '   0.00', '   0.44', '   0.04', '   0.81', '   0.00', '   0.09', '  3.95', '  54', '  54'
2015, 'INDC1', 'INDEPENDENCE', '   0.00', '   0.01', '   0.67', '   0.14', '   0.31', '   0.12', '   0.00', '   0.75', '   0.07', '   0.35', '   0.00', '   0.01', '  2.43', '  44', '  44'
2015, 'IPL', 'IMPERIAL', '   0.00', '   0.03', '   0.09', '   0.13', '   0.00', '   0.56', '   0.00', '   0.62', '   0.08', 'M', 'M', 'M', 'M'
2015, 'LASC1', 'LAKE SABRINA', '   0.00', 'M', '   1.88', 'M', '   1.96', '   0.48', 'M', 'M', '   0.44', '   1.72', '   0.16', '   0.00', 'M'
2015, 'LEVC1', 'LEE VINING', '   0.00', '   0.64', '   0.91', '   0.25', '   1.16', '   0.64', '   0.73', '   2.35', '   0.61', '   2.08', '   0.10', '   0.23', '  9.70', '  62', '  62'
2015, 'LKAC1', 'LAKE ARROWHEAD F.S.', '   0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'MOJC1', 'MOJAVE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'NLDC1', 'NILAND', '   0.00', '   0.00', 'M', '   0.22', '   0.12', '   0.51', '   0.08', 'M', '   0.00', 'M', 'M', 'M', 'M'
2015, 'PMD', 'PALMDALE', '   0.08', '   0.00', '   2.57', '   0.73', '   0.38', '   0.36', '   0.08', '   0.10', '   0.03', '   1.60', '   0.00', '   0.43', '  6.36', 'NA', 'NA'
2015, 'PSP', 'PALM SPRINGS', '   0.00', '   0.07', '   0.80', '   0.22', '   0.17', '   0.83', '   0.00', '   0.14', '   0.00', '   0.42', '   0.00', '   0.14', '  2.79', '  58', '  58'
2015, 'RANC1', 'KERN COUNTY FD', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'SOUC1', 'SOUTH LAKE', '   0.04', 'M', '   2.36', 'M', '   2.72', '   0.72', '   0.64', 'M', '   0.64', '   2.60', '   0.28', '   0.00', 'M'
2015, 'TYEC1', 'TWENTYNINE PALMS', 'M', 'M', 'M', 'M', 'M', 'M', '   0.22', 'M', 'M', 'M', '   0.06', 'M', 'M'
2015, 'HUMBOLDT'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'B23', 'BATTLE MOUNTAIN', '   0.00', '   1.02', '   0.46', '   0.37', '   0.24', '   0.02', '   1.21', '   2.26', '   0.45', '   0.80', '   0.32', '   0.34', '  7.49', '  84', '  84'
