2015, 'SOUTHERN OREGON COASTAL'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'TKFO3', 'TOKETEE FALLS', '   6.78', '   7.49', '  10.00', '   2.20', '   5.97', '   3.33', '   2.77', '   3.17', '   0.34', '   0.55', '   0.41', '   0.86', ' 43.87', '  91', '  91'
2015, 'WINO3', 'WINCHESTER DAM', '   4.21', '   5.16', '   6.53', '   1.53', '   4.93', '   3.00', '   1.52', '   0.20', '   0.38', '   0.00', '   0.22', '   0.49', ' 28.17', '  77', '  77'
2015, 'WLMO3', 'WILLIAMS', '   3.37', '   3.13', '   5.06', '   2.19', '   5.77', '   2.55', '   0.48', '   0.86', '   0.94', '   0.06', '   0.08', '   0.23', ' 24.72', '  76', '  76'
2015, 'OREGON CLOSED BASINS'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'HMRO3', 'HART MOUNTAIN REF', '   0.62', '   2.05', '   2.10', '   0.17', '   1.00', '   0.81', '   1.21', '   3.49', '   0.17', '   2.92', '   0.02', '   0.79', ' 15.35', ' 123', ' 123'
2015, 'PASO3', 'PAISLEY', '   0.95', '   0.83', '   1.81', '   0.25', '   1.16', '   0.73', '   1.17', '   4.64', '   0.00', '   0.85', '   0.00', '   0.31', ' 12.70', ' 115', ' 115'
2015, 'SMMO3', 'SUMMER LAKE', '   2.07', '   2.10', '   2.73', '   0.59', '   1.09', '   1.10', '   0.43', '   2.06', '   0.04', '   0.52', '   0.39', '   0.49', ' 13.61', ' 102', ' 102'
2015, 'SVLO3', 'SILVER LAKE', '   1.34', 'M', '   1.77', '   0.25', '   0.88', '   1.15', '   2.05', '   5.25', '   0.89', '   1.08', '   0.22', 'M', 'M'
2015, 'NORTHERN CALIFORNIA COASTAL'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'CEC', 'CRESCENT CITY ASOS', '   6.30', '   3.84', '  10.69', '   1.73', '   7.93', '   5.48', '   5.23', '   0.01', '   0.56', '   0.07', '   1.09', '   0.90', ' 43.83', '  68', '  68'
2015, 'CVLC1', 'COVELO', '   2.79', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'EKA', 'EUREKA', '   4.74', '   3.89', '   9.75', '   1.36', '   5.04', '   3.21', '   2.57', '   0.07', '   0.04', '   0.15', '   0.41', '   0.27', ' 31.50', '  78', '  78'
2015, 'FORC1', 'FORT ROSS', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'FRBC1', 'FT BRAGG 5N', '   3.93', '   6.48', '  14.84', '   1.29', '   6.03', '   1.86', '   3.51', '   0.16', '   0.04', '   0.47', '   0.27', '   0.64', ' 39.52', '  91', '  91'
2015, 'GASC1', 'GASQUET RS', '  12.99', '   7.63', '  19.68', '   4.87', '  12.66', '   7.68', '   5.18', '   0.16', '   0.60', '   0.12', '   1.15', '   1.17', ' 73.89', '  81', '  81'
2015, 'SCOC1', 'SCOTIA', '   5.60', '   3.99', '  11.67', '   1.22', '  11.92', '   2.30', '   3.66', '   0.33', '   0.02', '   0.19', '   0.28', '   0.50', ' 41.68', '  84', '  84'
2015, 'UPPER KLAMATH'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'CHEO3', 'CHEMULT', '   2.66', '   2.92', '   6.53', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'CHQO3', 'CHILOQUIN 7NW', '   2.00', 'M', '   6.37', 'M', '   2.33', '   2.16', '   0.18', 'M', 'M', '   0.46', '   0.12', '   0.45', 'M'
2015, 'CRLO3', 'CRATER LAKE NP', '   6.49', '  10.95', '  16.79', '   2.71', '   9.78', '   5.48', '   3.76', '   2.12', '   0.92', '   0.94', '   0.30', '   1.42', ' 61.66', '  93', '  93'
2015, 'GBZO3', 'GERBER', '   2.90', '   1.40', '   4.90', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'HOWO3', 'HOWARD PRAIRIE', '   2.51', '   3.64', '   8.37', '   1.46', '   5.77', '   2.51', '   1.33', '   1.05', '   0.35', '   1.20', '   0.10', '   0.22', ' 28.51', '  91', '  91'
2015, 'KENO3', 'KENO', '   2.98', '   1.98', '   4.64', '   0.65', '   3.25', '   1.44', '   0.13', 'M', '   0.17', '   0.76', '   0.67', '   0.09', 'M'
2015, 'LMT', 'KLAMATH FALLS', '   2.21', '   1.01', '   3.24', '   0.40', '   1.77', '   1.35', '   0.08', '   1.46', '   0.36', '   0.52', '   0.42', '   0.08', ' 12.90', '  86', '  86'
2015, 'LOWER KLAMATH'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'BBAC1', 'BIG BAR 4E', 'M', '   3.43', '   8.56', '   1.28', '   8.19', '   1.60', '   0.96', 'M', '   0.75', 'M', 'M', '   0.59', 'M'
2015, 'CHNC1', 'CALLAHAN', '   2.80', '   1.96', '   4.34', '   0.70', '   8.72', '   0.82', '   0.62', '   2.06', '   0.69', '   0.92', '   0.11', '   0.10', ' 23.84', ' 111', ' 111'
2015, 'COPC1', 'COPCO #1 DAM', '   2.59', '   2.63', '   3.78', '   0.71', '   3.56', '   1.76', '   0.62', '   1.28', '   0.50', '   0.60', '   0.26', '   0.10', ' 18.39', '  88', '  88'
2015, 'FOJC1', 'FORT JONES', '   3.10', '   1.16', '   4.61', '   1.24', '   5.68', '   0.78', '   0.36', '   1.43', '   0.32', '   0.41', '   0.41', '   0.07', ' 19.57', '  92', '  92'
2015, 'HPAC1', 'HOOPA', '   5.85', '   5.09', '   9.35', '   2.46', '   6.91', '   3.26', '   1.57', '   0.23', '   0.08', '   0.50', '   0.14', '   0.50', ' 35.94', 'NA', 'NA'
2015, 'HPYC1', 'HAPPY CAMP', '   6.00', 'M', '  11.61', '   2.78', '  10.01', '   4.70', '   1.20', '   1.22', '   0.23', '   1.42', '   0.00', '   0.70', 'M'
2015, 'HYAC1', 'HYAMPOM', '   5.77', '   4.41', '  10.36', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'MTHC1', 'MT. HEBRON RS', '   2.61', 'M', '   2.61', '   1.23', '   0.45', '   2.05', '   0.05', '   1.00', 'M', 'M', 'M', 'M', 'M'
2015, 'ORLC1', 'ORLEANS', '   6.54', '   5.66', '   9.10', '   2.54', '   6.49', '   3.41', '   1.51', '   0.45', '   0.11', '   0.50', '   0.33', '   0.66', ' 37.30', '  70', '  70'
2015, 'STGC1', 'LAVA BEDS NM', '   1.19', '   1.08', '   4.50', '   0.04', '   1.56', '   1.22', '   1.62', '   2.61', '   0.88', '   0.60', '   0.01', '   0.33', ' 15.64', ' 103', ' 103'
2015, 'TRHC1', 'TRINITY RIVER HATCHERY', '   3.78', '   4.01', '   8.07', 'M', '   4.86', '   1.20', '   1.03', '   0.55', '   0.03', '   1.99', '   0.00', '   0.57', 'M'
2015, 'TULC1', 'TULE LAKE', '   1.21', '   0.98', '   2.57', '   0.39', '   1.34', '   1.40', '   0.18', '   1.23', 'M', 'M', '   0.06', '   0.27', 'M'
2015, 'WEAC1', 'WEAVERVILLE', '   3.35', '   3.62', '   9.30', '   1.14', '   7.66', '   1.43', '   0.75', '   0.74', '   0.62', '   1.05', '   0.04', '   0.58', ' 30.28', '  78', '  78'
2015, 'WLLC1', 'WILLOW CREEK 1NW', '   3.47', '   4.99', '  10.57', '   1.79', '   5.29', '   3.53', '   1.63', '   0.37', '   0.22', '   0.19', '   0.20', '   0.67', ' 32.92', '  59', '  59'
2015, 'YKAC1', 'YREKA', '   2.75', '   2.03', '   3.52', '   1.08', '   4.68', '   0.68', '   0.30', '   1.29', '   0.10', '   0.77', '   0.03', '   0.03', ' 17.26', '  87', '  87'
2015, 'RUSSIAN...NAPA...SAN FRANCISCO BAY'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'ANGC1', 'ANGWIN PACIFIC UNION COLL', '   1.35', '   3.91', '  17.37', '   0.05', '   5.88', '   0.21', '   1.60', 'M', 'M', '   0.05', '   0.00', '   0.76', 'M'
2015, 'CLTC1', 'CALISTOGA', '   0.98', '   1.48', '  15.33', '   0.16', '   5.22', '   0.31', '   2.15', '   0.01', '   0.11', '   0.11', '   0.03', '   0.55', ' 26.44', '  65', '  65'
2015, 'FFDC1', 'FAIRFIELD', '   0.78', '   2.29', '  10.44', '   0.01', '   1.99', '   0.16', '   1.26', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'GRNC1', 'GRATON', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'KENC1', 'KENTFIELD', '   0.95', '   4.53', 'M', '   0.00', '   3.44', '   0.40', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'MHMC1', 'MOUNT HAMILTON', '   1.52', '   3.12', '  10.92', '   0.02', '   2.92', '   0.48', '   1.52', '   0.73', '   0.06', '   0.00', '   0.03', '   0.00', ' 21.32', '  82', '  82'
2015, 'NSHC1', 'NAPA STATE HOSPITAL', '   0.98', '   2.42', '  11.97', '   0.02', '   2.72', '   0.10', '   2.12', '   0.02', '   0.17', '   0.01', '   0.00', '   0.19', ' 20.72', '  75', '  75'
2015, 'OAMC1', 'OAKLAND MUSEUM', '   0.62', '   2.67', 'M', '   0.00', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'PORC1', 'POTTER VALLEY PH', '   2.80', '   4.79', '  12.68', '   0.85', '   4.84', '   0.67', '   1.68', '   0.01', '   0.00', '   0.25', '   0.06', '   0.50', ' 29.13', '  62', '  62'
2015, 'SFO', 'SAN FRANCISCO AIRPORT', '   0.46', '   2.29', '  11.70', '   0.00', '   2.01', '   0.06', '   1.28', '   0.02', 'M', 'M', 'M', 'M', 'M'
2015, 'SFOC1', 'DOWNTOWN SAN FRANCISCO', '   0.46', '   2.29', '  11.70', '   0.00', '   1.47', '   0.12', '   1.30', '   0.09', '   0.12', '   0.09', '   0.02', '   0.09', ' 17.75', '  75', '  75'
2015, 'SJC', 'SAN JOSE INTL AIRPORT', '   0.62', '   1.57', '   7.76', '   0.00', '   1.74', '   0.19', '   0.88', '   0.50', '   0.10', '   0.00', '   0.02', '   0.01', ' 13.39', '  90', '  90'
2015, 'UKHC1', 'UKIAH FIRE DEPT', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'UKI', 'UKIAH ASOS', '   1.60', '   4.07', '  12.10', '   0.46', '   4.72', '   0.56', '   1.93', '   0.40', '   0.03', '   0.13', '   0.01', '   0.74', ' 26.75', '  72', '  72'
2015, 'SACRAMENTO...YUBA...FEATHER...AMERICAN'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, '4LW', 'LAKEVIEW', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'AAT', 'ALTURAS', '   1.45', '   0.93', '   2.13', '   0.11', '   1.02', '   0.53', '   0.55', '   2.60', '   0.59', '   1.17', '   0.27', '   0.36', ' 11.71', '  83', '  83'
2015, 'ADNC1', 'ADIN', '   1.49', '   2.06', '   2.86', '   0.34', '   1.58', '   0.44', '   1.05', '   2.38', '   0.27', '   1.86', '   0.00', '   0.41', ' 14.74', '  95', '  95'
2015, 'AUBC1', 'AUBURN', '   0.38', '   3.67', '  12.74', '   0.00', '   3.26', '   0.25', '   1.45', '   0.36', '   0.24', '   0.00', '   0.00', '   0.09', ' 22.44', '  60', '  60'
2015, 'BLU', 'BLUE CANYON', '   1.85', '   7.11', '  15.59', '   0.12', '   1.33', '   1.20', '   4.22', '   1.63', '   1.07', '   0.07', '   0.01', '   0.10', ' 34.30', '  53', '  53'
2015, 'BNYC1', 'BURNEY', '   1.80', '   2.70', '   9.73', '   0.20', '   5.12', '   0.97', '   1.21', '   1.64', '   0.53', '   0.73', '   0.01', '   0.24', ' 24.88', '  88', '  88'
2015, 'BODC1', 'BOWMAN DAM', '   3.28', '   7.23', '  16.05', '   0.20', '   8.45', '   1.81', '   4.17', '   3.00', '   0.71', '   1.20', '   0.00', '   0.22', ' 46.32', '  70', '  70'
2015, 'BUCC1', 'BUCKS CREEK', '   2.44', '   6.04', '  19.23', '   0.39', '   7.60', '   1.60', '   3.10', '   1.09', '   0.20', '   0.00', '   0.06', '   0.38', ' 42.13', '  60', '  60'
2015, 'BUKC1', 'BUCKHORN', '   5.06', '  10.54', '  19.65', '   1.46', '   6.77', '   2.27', '   2.12', '   2.95', '   0.76', '   0.35', '   0.00', '   1.87', ' 53.80', '  79', '  79'
2015, 'CANC1', 'CANYON DAM', '   1.73', '   2.02', '  10.75', '   0.11', '   5.15', '   0.77', '   1.25', '   1.11', '   0.26', '   1.37', '   0.28', '   0.30', ' 25.10', '  67', '  67'
2015, 'CHEC1', 'CHESTER', '   1.11', '   3.97', '  11.58', '   0.31', '   3.70', '   1.03', '   0.81', '   0.73', '   1.17', '   1.53', '   0.08', '   0.40', ' 26.42', '  77', '  77'
2015, 'CHUC1', 'CHICO UNIVERSITY FARM', '   0.31', '   1.95', '  10.50', '   0.15', '   3.11', '   0.37', '   1.14', '   0.00', '   0.02', '   0.01', '   0.04', '   0.12', ' 17.72', '  66', '  66'
2015, 'CLGC1', 'COLGATE PH', '   1.25', '   5.32', '  13.19', '   0.00', '   3.50', '   0.64', '   3.10', '   0.04', '   0.02', '   0.04', '   0.00', '   0.17', ' 27.27', '  64', '  64'
2015, 'COFC1', 'COLFAX', '   1.74', '   4.92', '  13.25', '   0.00', '   6.16', '   0.43', '   2.91', '   0.26', '   1.13', '   0.01', '   0.00', '   0.10', ' 30.91', '  66', '  66'
2015, 'DAVC1', 'DAVIS EXPERIMENTAL FARM', '   0.27', '   2.00', '   9.47', '   0.07', '   3.11', '   0.29', '   0.91', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'DESC1', 'DE SABLA', '   2.95', 'M', '  22.77', '   0.44', '   6.28', '   1.04', '   2.84', '   0.60', '   0.34', '   0.00', '   0.08', '   0.67', 'M'
2015, 'DUNC1', 'DUNSMUIR', '   5.11', '   4.85', '  21.16', '   1.85', '  12.52', '   2.02', '   2.21', '   3.21', '   0.45', '   0.26', '   0.03', '   0.97', ' 54.64', '  84', '  84'
2015, 'DWNC1', 'DOWNIEVILLE', '   4.23', '   5.12', '  17.05', '   0.20', '   8.87', '   1.03', '   3.86', '   1.80', '   0.31', '   0.34', '   0.03', '   0.56', ' 43.40', '  67', '  67'
2015, 'FSTC1', 'FORESTHILL RS', '   1.73', '   5.38', '  17.74', '   0.00', '   5.34', '   1.72', '   3.32', '   0.58', '   0.76', '   0.00', '   0.00', '   0.06', ' 36.63', '  68', '  68'
2015, 'GEOC1', 'GEORGETOWN RS', '   2.37', '   3.73', '  12.36', '   0.01', '   7.19', '   0.97', '   3.28', '   0.71', '   0.92', '   0.04', '   0.00', '   0.06', ' 31.64', '  61', '  61'
2015, 'GLRC1', 'GOLD RUN 2SW', '   2.10', '   7.95', '  15.71', '   0.01', '   6.72', '   1.06', '   3.39', '   0.99', '   0.77', '   0.00', '   0.00', '   0.18', ' 38.88', '  70', '  70'
2015, 'GRAC1', 'GRASS VALLEY NO. 2', '   1.61', '   5.25', '  14.87', '   0.11', '   5.86', '   1.01', '   2.99', '   0.09', '   0.18', '   0.04', '   0.00', '   0.09', ' 32.10', '  60', '  60'
2015, 'GREC1', 'GREENVILLE RS', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'HATC1', 'HAT CREEK', 'M', '   1.63', '   5.33', '   0.22', '   2.76', '   0.84', '   1.24', '   2.11', '   0.60', '   0.68', '   0.00', '   0.20', 'M'
2015, 'HLEC1', 'HARRY L ENGLEBRIGHT DAM', '   1.92', '   3.59', '  11.32', '   0.05', '   3.31', '   0.27', '   3.37', '   0.20', '   0.02', '   0.00', '   0.00', '   0.12', ' 24.17', '  68', '  68'
2015, 'HRRC1', 'HARRISON GULCH RS', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'LSPC1', 'LAKE SPAULDING', '   3.58', '   6.26', '  17.92', '   0.09', '   8.29', '   1.29', '   4.17', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'MCLC1', 'MCCLOUD', '   3.13', '   2.41', '  18.99', '   1.46', '   9.91', '   2.04', '   1.31', '   2.28', '   0.23', '   0.28', '   0.00', '   0.83', ' 42.87', '  87', '  87'
2015, 'MHS', 'MT. SHASTA', '   4.83', '   1.86', '  12.83', '   0.48', '  10.16', '   1.27', '   1.48', '   1.76', 'M', 'M', '   0.00', 'M', 'M'
2015, 'MINC1', 'MINERAL', '   5.26', '   5.63', '  19.03', '   0.00', '   6.50', '   1.53', '   1.85', '   1.28', '   0.24', '   1.02', '   0.13', '   0.89', ' 43.36', '  75', '  75'
2015, 'MNZC1', 'MANZANITA LAKE', '   4.18', '   5.17', '  10.54', '   0.35', '   3.43', '   2.10', '   2.22', '   2.20', '   0.81', '   0.00', '   0.29', '   0.46', ' 31.75', '  77', '  77'
2015, 'NICC1', 'NICOLAUS', '   0.10', '   1.25', '   9.51', '   0.12', '   2.23', '   0.06', '   1.66', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'NVDC1', 'NEVADA CITY', '   2.08', '   5.24', '  16.89', '   0.05', '   7.67', '   1.07', '   3.19', '   0.27', '   0.29', '   0.25', '   0.01', '   0.11', ' 37.12', '  59', '  59'
2015, 'ONDC1', 'ORLAND', '   0.23', '   2.13', '  10.46', '   0.03', '   3.07', '   0.03', '   1.41', '   0.17', '   0.06', '   0.03', '   0.02', '   0.19', ' 17.83', '  77', '  77'
2015, 'PCHC1', 'PACIFIC HOUSE', '   1.25', '   4.35', '  10.90', '   0.09', '   8.78', '   1.24', '   4.00', 'M', '   1.75', '   0.15', '   0.00', '   0.03', 'M'
2015, 'PLCC1', 'PLACERVILLE', '   2.24', '   2.44', '  10.26', '   0.27', '   6.25', '   0.77', '   2.79', '   0.48', 'M', '   0.00', '   0.00', '   0.00', 'M'
2015, 'PLUC1', 'PLUMAS EUREKA SP', '   3.31', '   3.53', '  15.07', '   0.04', '   9.94', '   1.49', '   3.27', '   1.54', '   0.36', '   0.48', '   0.02', '   0.33', ' 39.38', 'NA', 'NA'
2015, 'PRAC1', 'PORTOLA', '   0.53', '   1.21', '   6.15', '   0.01', '   3.88', '   0.29', '   1.11', '   1.28', '   0.67', '   1.53', '   0.71', '   0.02', ' 17.39', '  75', '  75'
2015, 'PRDC1', 'PARADISE', 'M', 'M', '  14.29', '   0.14', '   5.55', '   0.53', '   3.07', '   0.28', '   0.44', '   0.01', '   0.11', '   0.40', 'M'
2015, 'PRPC1', 'PIT RIVER PH5', '   8.03', '   5.31', '  24.14', '   1.52', '  11.11', '   2.28', '   1.90', '   1.31', '   0.37', '   0.30', '   0.00', '   0.86', ' 57.13', '  73', '  73'
2015, 'PTRC1', 'PIT RIVER PH1', '   1.09', '   1.27', '   7.75', '   0.09', 'M', '   0.69', '   0.58', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'QCYC1', 'QUINCY', '   1.63', '   2.50', '  15.49', '   0.09', '   6.24', '   0.89', '   2.02', '   1.25', '   0.18', '   0.41', '   0.00', '   0.22', ' 30.92', '  78', '  78'
2015, 'RBL', 'RED BLUFF AP', '   1.20', '   2.87', '   9.76', '   0.04', '   0.79', '   0.71', '   0.80', '   0.30', '   0.01', '   0.03', '   0.00', '   0.20', ' 16.71', '  68', '  68'
2015, 'SAC', 'SACRAMENTO AP', '   0.53', '   1.25', '   8.60', '   0.00', '   2.82', '   0.22', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'SERC1', 'SIERRAVILLE', '   0.90', '   2.01', '   5.92', '   0.00', '   4.80', '   0.28', '   0.94', '   1.20', '   0.79', '   2.49', '   0.18', '   0.16', ' 19.67', '  77', '  77'
2015, 'SHDC1', 'SHASTA DAM', '   4.97', '   4.99', '  22.87', '   0.58', '  11.14', '   1.15', '   2.07', '   1.33', '   1.07', '   0.41', '   0.52', '   1.18', ' 52.28', '  79', '  79'
2015, 'SLPC1', 'SLY PARK', '   1.04', '   4.34', '  10.75', '   0.06', '   7.04', '   1.12', '   3.05', 'M', '   1.08', '   0.05', '   0.00', '   0.00', 'M'
2015, 'SMTC1', 'SACRAMENTO 5 ESE', '   0.37', '   1.28', '   7.63', '   0.01', '   2.28', '   0.16', '   1.81', '   0.19', '   0.07', '   0.00', '   0.00', '   0.00', ' 13.80', '  68', '  68'
2015, 'SODC1', 'SODA SPRINGS', '   2.17', '   6.18', '  11.85', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'STOC1', 'STONY GORGE', '   0.10', '   2.30', '  10.88', '   0.06', '   2.87', '   0.09', '   1.44', '   1.17', '   0.16', '   0.24', '   0.00', '   0.63', ' 19.94', '  90', '  90'
2015, 'STYC1', 'STRAWBERRY VALLEY', '   4.00', '   7.34', '  25.09', '   0.25', '  10.23', '   1.56', '   4.36', '   0.44', '   0.08', '   0.07', '   0.22', '   0.34', ' 53.98', '  65', '  65'
2015, 'TWLC1', 'CAPLES LAKE', '   0.84', '   2.54', '   6.47', '   0.34', '   6.77', '   0.78', '   2.59', '   3.69', '   0.83', '   1.26', '   0.34', '   0.22', ' 26.67', '  57', '  57'
2015, 'VOLC1', 'VOLTA PH', '   3.78', '   2.17', '  13.65', '   0.36', '   2.43', '   0.96', '   2.20', '   0.94', '   0.45', '   0.02', '   0.00', '   0.60', ' 27.56', '  78', '  78'
2015, 'VTNC1', 'VINTON', '   0.32', '   0.84', '   2.51', '   0.00', '   2.36', '   0.09', '   0.81', '   1.80', '   0.87', '   2.19', '   0.14', '   0.00', ' 11.93', '  83', '  83'
2015, 'WDLC1', 'WOODLAND', 'M', '   1.29', 'M', 'M', 'M', 'M', '   1.21', 'M', 'M', 'M', 'M', 'M', 'M'
2015, 'WSKC1', 'WHISKEYTOWN RES', '   5.27', '   2.88', '  25.00', '   0.70', '  12.73', '   1.53', '   2.31', '   0.71', '   0.25', '   0.37', '   0.11', '   1.44', ' 53.30', '  81', '  81'
2015, 'SAN JOAQUIN'
2015, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2015, 'ABYC1', 'AUBERRY', '   0.00', '   2.21', '   4.22', '   0.22', '   2.73', '   0.02', 'M', '   0.82', '   0.17', 'M', '   0.00', 'M', 'M'
2015, 'ARNC1', 'CALAVERAS BIG TREES', '   1.01', '   4.27', '   9.77', '   0.02', '   8.18', '   0.83', '   2.85', '   1.63', '   0.57', '   0.24', '   0.00', '   0.08', ' 29.45', '  52', '  52'
2015, 'CHVC1', 'CHERRY VALLEY', '   0.08', '   4.33', '   6.27', '   0.12', '   6.14', '   0.83', '   3.69', '   1.75', '   0.54', '   1.64', '   0.00', '   0.10', ' 25.49', '  50', '  50'
2015, 'CMPC1', 'CAMP PARDEE', '   0.94', '   1.78', '   7.83', '   0.03', '   3.55', '   0.32', '   1.95', '   0.56', '   0.00', '   0.00', '   0.00', '   0.01', ' 16.97', '  72', '  72'
2015, 'EXQC1', 'EXCHEQUER DAM', '   1.47', '   0.63', '   3.95', '   0.03', '   1.41', 'M', '   1.22', 'M', '   0.00', 'M', '   0.00', '   0.01', 'M'
